decision_id,unit_id,action,disposition,stacks_labels,rationale,review_state,supersedes
D000100,fac:II:1:no:30:prop:1,set,existing_equivalent,topology-lemma-Noetherian-quasi-compact;topology-lemma-Noetherian;topology-lemma-finite-union-Noetherian,"The three parts of FAC Proposition 1 are exactly the Stacks quasi-compactness, hereditary Noetherianity, and finite-union lemmas, split into their reusable modern locations.",reviewed_source_image_and_stacks,
D000101,fac:II:1:no:30:prop:1:item:a,set,existing_equivalent,topology-lemma-Noetherian-quasi-compact,"FAC's quasi-compactness conclusion is part (1) of the Stacks lemma; Stacks additionally records retrocompactness of every subset.",reviewed_source_image_and_stacks,
D000102,fac:II:1:no:30:prop:1:item:b,set,existing_equivalent,topology-lemma-Noetherian,"FAC's hereditary condition (A) is exactly the Stacks assertion that every subset of a Noetherian space is Noetherian in its induced topology.",reviewed_source_image_and_stacks,
D000103,fac:II:1:no:30:prop:1:item:c,set,existing_equivalent,topology-lemma-finite-union-Noetherian,"The Stacks finite-union lemma has exactly FAC's conclusion for a finite family of Noetherian subspaces and states it for the induced topology on their union.",reviewed_source_image_and_stacks,
D000104,fac:II:1:no:30:irreducible-open-properties,set,new_statement,topology-definition-irreducible-components;topology-lemma-irreducible-open-cover,"The equivalence with pairwise intersection of nonempty opens and the inheritance and density of nonempty open subspaces are now recorded in one reusable topology lemma. Stacks retains its explicit nonempty-space convention, unlike the vacuous empty-space convention implicit in FAC.",integrated_source_and_stacks,
D000105,fac:II:1:no:30:prop:2,set,existing_stronger,topology-lemma-Noetherian;topology-lemma-pick-irreducible-components,"Stacks proves that a Noetherian space has finitely many irreducible components and additionally that each contains a nonempty open; its general finite-cover lemma supplies the source's uniqueness assertion after redundant members are removed.",reviewed_source_image_and_stacks,
D000106,fac:II:1:no:30:prop:3,set,new_statement,topology-lemma-irreducible-open-cover,"FAC's finite open-cover criterion was used informally elsewhere but had no dedicated topology lemma. It is now stated for a nonempty finite cover and proved directly using the pairwise-open characterization of irreducibility.",integrated_source_and_stacks,
D000107,fac:II:1:no:31,set,extend_existing,constructions-definition-affine-n-space;schemes-lemma-spec-sheaves;schemes-definition-immersion;schemes-remark-reduced-induced-locally-closed;schemes-example-closed-immersion-affines,"Stacks replaces the classical locally closed subset of the closed-point space K^r by affine n-space as a scheme and its locally closed reduced induced subscheme. Exact references and a bridge remark identify the classical regular-function sheaf while preserving the additional nonclosed scheme points and the distinction between reduced and nonreduced closed subschemes.",integrated_historical_and_modern,
D000108,fac:II:1:no:31:prop:4,set,existing_stronger,schemes-example-closed-immersion-affines;schemes-remark-reduced-induced-locally-closed,"FAC computes the kernel at a classical point as I(F)O_x for the radical vanishing ideal of a closed algebraic set. The affine closed-immersion construction proves the same stalk quotient for every ring, every ideal, and every scheme point; the bridge remark specializes it to the reduced classical setting.",integrated_source_and_stacks,
D000109,fac:II:1:no:31:cor:prop:4,set,existing_stronger,schemes-example-closed-immersion-affines;schemes-lemma-spec-sheaves,"The source's coordinate-ring localization at the maximal ideal of a K-point is the closed-point case of the Stacks identity O_(Spec(R/I),p/I) = R_p/IR_p for arbitrary primes and arbitrary ideals.",reviewed_source_image_and_stacks,
D000110,fac:II:1:no:32,set,extend_existing,schemes-definition-locally-ringed-space;schemes-lemma-isomorphism-locally-ringed;schemes-lemma-morphism-into-affine;schemes-remark-reduced-induced-locally-closed;schemes-lemma-map-into-reduction;morphisms-lemma-ubiquity-Jacobson-schemes;more-morphisms-definition-regular,"Stacks identifies FAC's classical regular maps with morphisms between the associated reduced locally closed schemes, adds exact historical references and the closed-point/Jacobson factorization argument, and explicitly separates this use of regular from the later technical notion of a regular morphism.",integrated_historical_and_modern,
D000111,fac:II:1:no:32:def:item:a,set,existing_equivalent,schemes-definition-locally-ringed-space,"Continuity is the underlying-topological-map part of a morphism of locally ringed spaces and hence of a morphism between the associated schemes.",reviewed_source_image_and_stacks,
D000112,fac:II:1:no:32:def:item:b,set,existing_equivalent,schemes-definition-locally-ringed-space,"Pulling every regular germ at the image point back to a regular germ is the classical sheaf-level formulation of the local homomorphism on structure sheaves in the definition of a morphism of locally ringed spaces.",reviewed_source_image_and_stacks,
D000113,fac:II:1:no:32:prop:5,set,existing_stronger,schemes-lemma-morphism-into-affine;schemes-remark-reduced-induced-locally-closed;schemes-lemma-map-into-reduction;morphisms-lemma-ubiquity-Jacobson-schemes,"FAC's coordinate criterion is the reduced locally closed finite-type case of the Stacks bijection between morphisms to affine space and tuples of global functions; Jacobson closed-point density plus reduced factorization accounts for the prescribed target V.",integrated_source_and_stacks,
D000114,fac:II:1:no:33,set,extend_existing,schemes-lemma-fibre-product-affine-schemes;schemes-definition-fibre-product;schemes-lemma-points-fibre-product;schemes-remark-classical-products-varieties;algebra-lemma-perfect-reduced,"Stacks replaces the classical product of locally closed K-point sets by the scheme product over K. Exact references and a bridge remark retain the classical closed-point and regular-function description while distinguishing the finer Zariski topology, additional scheme points, and reduced finite-type scope; perfectness of the algebraically closed ground field guarantees that the product remains reduced.",integrated_historical_and_modern,
D000115,fac:II:1:no:33:prop:6,set,existing_equivalent,categories-definition-products;schemes-definition-fibre-product,"FAC Proposition 6 is exactly the universal property of the product: a map into U times U-prime is a morphism if and only if its two projections are morphisms.",reviewed_source_image_and_stacks,
D000116,fac:II:1:no:33:prop:7,set,extend_existing,categories-definition-products;schemes-definition-fibre-product;schemes-remark-classical-products-varieties,"The forward construction of a product morphism is categorical. FAC's converse is recovered by constant-point sections when both source factors are nonempty; the integration records that necessary hypothesis and the empty-factor failure mode.",integrated_source_and_stacks,
D000117,fac:II:1:no:33:cor:prop:7,set,extend_existing,categories-definition-products;schemes-lemma-isomorphism-locally-ringed;schemes-remark-classical-products-varieties,"Products of two isomorphisms are isomorphisms categorically. The converse in FAC follows for nonempty classical source factors by recovering both component maps and their inverses from constant-point sections, but fails without nonemptiness.",integrated_source_and_stacks,
D000118,fac:II:1:no:34,set,extend_existing,schemes-definition-scheme;schemes-definition-reduced;morphisms-definition-finite-type;schemes-definition-separated;varieties-definition-variety,"Stacks separates the ingredients of FAC's definition: the associated classical actual-function spaces give reduced finite-type schemes over the algebraically closed ground field, VA_II is separatedness, and the modern Stacks term variety additionally requires integrality.",integrated_historical_and_modern,
D000119,fac:II:1:no:34:def,set,extend_existing,schemes-definition-scheme;schemes-definition-reduced;schemes-definition-separated;varieties-definition-variety,"The classical set, topology, and sheaf definition is retained as provenance while the Stacks formulation uses a scheme with reduced finite-type and separatedness hypotheses; nonclosed scheme points and possible nilpotents remain explicit boundaries.",integrated_historical_and_modern,
D000120,fac:II:1:no:34:def:item:1,set,existing_equivalent,schemes-definition-scheme,"FAC's topology is the underlying topology of the associated scheme, restricted classically to its closed K-points.",reviewed_source_image_and_stacks,
D000121,fac:II:1:no:34:def:item:2,set,extend_existing,schemes-definition-locally-ringed-space;schemes-definition-reduced;schemes-remark-reduced-induced-locally-closed,"FAC's subsheaf of germs of actual K-valued functions agrees with the structure sheaf on the associated reduced locally closed scheme at closed points, whereas general schemes also retain nonclosed points and nilpotent functions.",integrated_source_and_stacks,
D000122,fac:II:1:no:34:axiom:VA-I,set,existing_equivalent,schemes-definition-scheme;schemes-definition-reduced;morphisms-definition-finite-type;schemes-remark-reduced-induced-locally-closed,"Over an algebraically closed field, a finite cover by reduced locally closed affine algebraic sets is the classical presentation of a reduced finite-type scheme; conversely a reduced finite-type scheme admits a finite affine cover of this form on closed points.",integrated_source_and_stacks,
D000123,fac:II:1:no:34:prop:8,set,existing_stronger,schemes-lemma-glue;schemes-lemma-glue-schemes,"FAC's finite gluing proposition is the reduced finite-type closed-point case of the general Stacks gluing construction for locally ringed spaces and schemes, which allows arbitrary index sets satisfying the cocycle data.",reviewed_source_image_and_stacks,
D000124,fac:II:1:no:34:prop:8:item:a,set,existing_equivalent,schemes-lemma-glue;schemes-lemma-glue-schemes,"The requirement that pairwise overlaps be open is exactly the open-overlap hypothesis in scheme gluing data.",reviewed_source_image_and_stacks,
D000125,fac:II:1:no:34:prop:8:item:b,set,existing_equivalent,schemes-lemma-glue;schemes-lemma-glue-schemes,"Agreement of the induced structures on overlaps is the identity-form instance of compatible overlap isomorphisms and their cocycle condition.",reviewed_source_image_and_stacks,
D000126,fac:II:1:no:34:cor:prop:8,set,existing_stronger,schemes-lemma-fibre-products;schemes-definition-fibre-product;schemes-remark-classical-products-varieties,"The unique classical product structure is recovered from the scheme fibre product over K on closed points and regular functions; Stacks supplies the general universal construction and retains the additional nonclosed points.",integrated_source_and_stacks,
D000127,fac:II:1:no:34:axiom:VA-II,set,existing_equivalent,schemes-lemma-diagonal-immersion;schemes-lemma-immersion-when-closed;schemes-definition-separated,"Because a scheme diagonal is an immersion, FAC's condition that its image be a closed subset is equivalent to the modern requirement that the diagonal be a closed immersion, namely separatedness over K.",reviewed_source_image_and_stacks,
D000128,fac:II:1:no:34:axiom:VA-II-prime,set,existing_equivalent,schemes-lemma-closed-local-target;schemes-definition-separated;schemes-lemma-characterize-separated,"The closed-graph condition on every pair of affine charts is the target-local verification of closedness of the diagonal and hence of separatedness.",reviewed_source_image_and_stacks,
D000129,fac:II:1:no:34:examples,set,existing_stronger,schemes-definition-immersion;schemes-lemma-affine-separated;constructions-lemma-projective-space-separated;constructions-lemma-closed-in-projective-space;morphisms-lemma-quasi-projective-finite-type-over-S,"Stacks places the affine locally closed and projective examples in the more general scheme-theoretic framework of immersions, separated affine and projective space, closed projective subschemes, and finite-type quasi-projective morphisms; FAC's algebraic-fibre-space example remains historical context rather than a lexical identification.",integrated_source_and_stacks,
D000130,fac:II:1:no:34:remarks,set,historical_reference,schemes-definition-separated,"The two remarks record the historical separation analogy and the independence of the closed-diagonal axiom from the finite-chart axiom.",reviewed_source_image_and_stacks,
D000131,fac:II:1:no:34:remark:1,set,historical_reference,schemes-definition-separated,"FAC explicitly presents its closed-diagonal axiom as analogous to Hausdorff-type separation in topological, differentiable, and analytic geometry; Stacks records the exact algebraic closed-immersion formulation.",reviewed_source_image_and_stacks,
D000132,fac:II:1:no:34:remark:2,set,existing_stronger,schemes-example-affine-space-zero-doubled;schemes-definition-separated,"Stacks supplies an explicit affine-space-with-doubled-zero gluing example showing that a scheme assembled from affine charts need not be separated, thereby realizing FAC's assertion that VA_I does not imply VA_II.",integrated_source_and_stacks,
D000133,fac:II:1:no:35,set,extend_existing,schemes-definition-locally-ringed-space;schemes-remark-reduced-induced-locally-closed;schemes-definition-immersion;schemes-definition-fibre-product;schemes-definition-separated;schemes-lemma-semi-diagonal;schemes-lemma-separated-permanence;schemes-remark-classical-products-varieties;more-morphisms-definition-regular,"Stacks separates FAC's composite discussion into ordinary scheme morphisms, reduced induced locally closed subschemes, immersions, products, permanence of separatedness, and the graph as a semi-diagonal. The integration preserves the reduced-source and nonempty-factor qualifications and the modern terminology collision for regular morphisms.",integrated_historical_and_modern,
D000134,fac:II:1:no:35:def:regular,set,extend_existing,schemes-definition-locally-ringed-space;schemes-remark-reduced-induced-locally-closed;more-morphisms-definition-regular,"FAC's regular maps are morphisms between the associated reduced finite-type schemes, characterized by pullback of local regular functions. This classical use of regular remains distinct from the technical Stacks property of a regular morphism.",integrated_source_and_stacks,
D000135,fac:II:1:no:35:def:regular:item:a,set,existing_equivalent,schemes-definition-locally-ringed-space,"Continuity is the underlying-topological-map condition in the definition of a morphism of locally ringed spaces and hence of schemes.",reviewed_source_image_and_stacks,
D000136,fac:II:1:no:35:def:regular:item:b,set,existing_equivalent,schemes-definition-locally-ringed-space;schemes-remark-reduced-induced-locally-closed,"Pullback of every regular germ to a regular germ is the classical actual-function formulation of the structure-sheaf map for a morphism between the associated reduced schemes.",reviewed_source_image_and_stacks,
D000137,fac:II:1:no:36,set,extend_existing,sheaves-definition-locally-constant-sheaf;sheaves-lemma-locally-constant-irreducible;morphisms-lemma-integral-scheme-rational-functions;morphisms-definition-function-field;morphisms-lemma-sections-intersection-local-rings;varieties-lemma-dimension-locally-algebraic,"Stacks now records FAC's topological constancy lemmas and intersection-of-local-rings formula, while the existing generic-point and dimension statements give the modern scheme-theoretic formulation. The integration keeps irreducibility, integrality, finite type, nonempty-open, and component hypotheses explicit.",integrated_historical_and_modern,
D000138,fac:II:1:no:36:lemma:1,set,new_statement,sheaves-lemma-locally-constant-irreducible,"The new lemma records that global sections of a constant sheaf on a connected space are exactly its constant values, in the slightly more general set-valued form proved directly in Stacks.",integrated_source_and_stacks,
D000139,fac:II:1:no:36:lemma:2,set,new_statement,sheaves-definition-locally-constant-sheaf;sheaves-lemma-locally-constant-irreducible,"The new definition and lemma prove that every locally constant sheaf of sets on an irreducible space is constant; FAC's abelian-sheaf argument is retained as the historical source case, while the broader statement has its own complete proof.",integrated_source_and_stacks,
D000140,fac:II:1:no:36:prop:9,set,extend_existing,morphisms-lemma-integral-scheme-rational-functions;morphisms-definition-function-field,"FAC obtains the function field by proving a sheaf of fraction fields constant on the classical closed-point space. Stacks packages the same invariant at the generic point of an integral scheme and explicitly identifies it with the generic local and residue fields.",integrated_historical_and_modern,
D000141,fac:II:2:no:37,set,existing_stronger,schemes-remark-reduced-induced-locally-closed;coherent-lemma-coherent-Noetherian;coherent-lemma-coherent-Noetherian-quasi-coherent-sub-quotient,"FAC proves coherence of the classical local-ring sheaf first on affine space, then for a closed subvariety by its vanishing ideal and quotient, and finally locally for algebraic and prealgebraic varieties. Stacks identifies the classical reduced structure sheaf and proves the corresponding results for every locally Noetherian scheme.",integrated_historical_and_modern,
D000142,fac:II:2:no:37:lemma:1,set,existing_stronger,coherent-lemma-coherent-Noetherian,"FAC's relation-sheaf calculation on affine space is the polynomial-ring case of the Stacks theorem that the structure sheaf of every locally Noetherian scheme is coherent.",integrated_source_and_stacks,
D000143,fac:II:2:no:37:lemma:2,set,existing_stronger,schemes-remark-reduced-induced-locally-closed;coherent-lemma-coherent-Noetherian-quasi-coherent-sub-quotient,"FAC's sheaf J(V) is the ideal sheaf of the reduced closed subscheme defined by I(V). Stacks proves more generally that every quasi-coherent submodule or quotient of a coherent module on a locally Noetherian scheme is coherent.",integrated_source_and_stacks,
D000144,fac:II:2:no:37:prop:1,set,existing_stronger,schemes-remark-reduced-induced-locally-closed;coherent-lemma-coherent-Noetherian;coherent-lemma-coherent-Noetherian-quasi-coherent-sub-quotient,"The classical quotient O/J(V) and local chart argument become the structure sheaf of a reduced locally finite type scheme; Stacks proves its coherence, and that of all locally Noetherian structure sheaves, without a chosen affine embedding.",integrated_historical_and_modern,
D000145,fac:II:2:no:37:remark,set,existing_stronger,schemes-remark-reduced-induced-locally-closed;coherent-lemma-coherent-Noetherian,"FAC observes that separatedness is unnecessary by extending Proposition 1 to prealgebraic varieties. The Stacks result is local and applies to arbitrary locally Noetherian schemes, including nonseparated ones.",integrated_historical_and_modern,
D000146,fac:II:2:no:38,set,existing_stronger,sheaves-definition-sheaf-modules;cohomology-equation-cohomology-modules;modules-definition-coherent;modules-definition-finite-presentation;coherent-lemma-coherent-Noetherian,"FAC defines algebraic sheaves and their homomorphisms as modules and module maps over the classical structure sheaf, records the global-section-ring action on cohomology, and characterizes coherence by a local finite presentation. Stacks gives each construction on general ringed spaces and the coherence equivalence on locally Noetherian schemes.",integrated_source_and_stacks,
D000147,fac:II:2:no:38:def:algebraic-sheaf,set,existing_stronger,sheaves-definition-sheaf-modules,"FAC's algebraic sheaf is exactly a sheaf of modules over the classical local-ring sheaf. Stacks makes the same definition for an arbitrary sheaf of rings on any topological space.",reviewed_source_image_and_stacks,
D000148,fac:II:2:no:38:def:algebraic-homomorphism,set,existing_stronger,sheaves-definition-sheaf-modules,"FAC's algebraic homomorphism is exactly a morphism of sheaves of O_V-modules. Stacks packages these morphisms and their category for arbitrary ringed spaces.",reviewed_source_image_and_stacks,
D000149,fac:II:2:no:38:def:coherent-algebraic-sheaf,set,existing_stronger,modules-definition-coherent;modules-definition-finite-presentation;coherent-lemma-coherent-Noetherian,"FAC defines coherence by the general ringed-space relation-sheaf condition and, because O_V is coherent, characterizes it by a local cokernel O_V^q to O_V^p. Stacks proves coherent equals finite-presentation for every locally Noetherian scheme and defines the displayed local presentation explicitly.",integrated_source_and_stacks,
D000150,fac:II:2:no:39,set,existing_stronger,schemes-remark-reduced-induced-locally-closed;morphisms-lemma-closed-immersion;coherent-lemma-coherent-Noetherian-quasi-coherent-sub-quotient;coherent-lemma-i-star-equivalence;cohomology-lemma-cohomology-and-closed-immersions;coherent-lemma-power-ideal-kills-sheaf,"FAC treats the ideal of a closed classical subvariety, coherence of that ideal, the exact structure-sheaf quotient, coherent direct image and descent, preservation of cohomology, and power-annihilation for sheaves supported on the subvariety. Stacks gives the corresponding statements for closed immersions and coherent modules on locally Noetherian or Noetherian schemes, while retaining scheme-theoretic structure.",integrated_historical_and_modern,
D000151,fac:II:2:no:39:def:ideal-sheaf,set,existing_stronger,schemes-remark-reduced-induced-locally-closed;morphisms-lemma-closed-immersion;coherent-lemma-i-star-equivalence,"The classical ideal sheaf J(W) is the kernel of O_V to i_*O_W for the reduced closed subscheme associated to W. The modern closed-immersion formulation permits arbitrary quasi-coherent defining ideals and therefore also nonreduced closed subschemes.",integrated_source_and_stacks,
D000152,fac:II:2:no:39:prop:2,set,existing_stronger,coherent-lemma-coherent-Noetherian-quasi-coherent-sub-quotient,"FAC proves coherence of J(W) by an affine embedding and finite generation. Stacks proves that every quasi-coherent ideal sheaf, as a submodule of O_X, is coherent on an arbitrary locally Noetherian scheme.",reviewed_source_image_and_stacks,
D000153,fac:II:2:no:39:prop:3,set,existing_stronger,coherent-lemma-i-star-equivalence;morphisms-lemma-i-star-equivalence;cohomology-lemma-cohomology-and-closed-immersions,"FAC identifies coherent sheaves on W with coherent sheaves on V annihilated by J(W), using closed extension by zero, and records unchanged cohomology. Stacks makes this an equivalence for coherent modules under any closed immersion of locally Noetherian schemes and derives the cohomology identity from exact pushforward.",integrated_historical_and_modern,
D000154,fac:II:2:no:39:remark,set,existing_stronger,coherent-lemma-power-ideal-kills-sheaf,"FAC observes that set-theoretic support on W need only force annihilation by a power of J(W), not by J(W) itself. Stacks proves the converse as well for coherent sheaves on arbitrary Noetherian schemes and quasi-coherent defining ideals.",integrated_source_and_stacks,
D000155,fac:II:2:no:40,set,extend_existing,divisors-definition-sheaf-meromorphic-functions;divisors-lemma-meromorphic-functions-integral-scheme;divisors-lemma-coherent-subsheaf-meromorphic-functions;modules-lemma-coherent-abelian;coherent-lemma-coherent-Noetherian,"Stacks already constructs the meromorphic-function sheaf and identifies it with the constant function-field sheaf on an integral scheme. A new lemma records FAC's finite-type criterion for its submodules, the positive-dimensional noncoherence boundary, and the denominator-clearing reduction to a finite type submodule of the coherent structure sheaf.",integrated_historical_and_modern,
D000156,fac:II:2:no:40:def:fractional-ideal-sheaf,set,extend_existing,divisors-definition-sheaf-meromorphic-functions;divisors-lemma-meromorphic-functions-integral-scheme;divisors-lemma-coherent-subsheaf-meromorphic-functions,"FAC's sheaf of fractional ideals is an arbitrary O_V-submodule of the constant function-field sheaf. The Stacks bridge uses the meromorphic-function sheaf on an integral scheme and explicitly records that the historical term imposes neither invertibility nor local rank one.",integrated_historical_and_modern,
D000157,fac:II:2:no:40:prop:4,set,new_statement,divisors-lemma-coherent-subsheaf-meromorphic-functions,"The new lemma proves FAC Proposition 4 for locally Noetherian integral schemes: an O_X-submodule of K_X is coherent exactly when it is of finite type. Its proof clears a common local denominator and invokes coherence of finite type submodules of O_X; it also proves that K_X itself is coherent exactly in dimension zero.",integrated_source_and_stacks,
D000158,fac:II:2:no:41,set,extend_existing,constructions-definition-vector-bundle;constructions-lemma-category-vector-bundles;modules-definition-locally-free;coherent-lemma-coherent-Noetherian;morphisms-lemma-smooth-omega-finite-locally-free;derham-section-hodge-cohomology;derham-section-hodge-to-de-rham;weil-lemma-poincare-duality,"Stacks separates FAC's discussion into the vector-bundle/module anti-equivalence, finite locally free modules and their coherence, differentials of smooth morphisms, algebraic Hodge cohomology and its spectral sequence, and Poincare duality for Weil cohomology. Historical notes record the dual convention and the extra comparison needed for topological Betti numbers.",integrated_historical_and_modern,
D000159,fac:II:2:no:41:def:sheaf-of-germs-of-sections,set,extend_existing,constructions-definition-vector-bundle;constructions-lemma-category-vector-bundles;modules-definition-locally-free,"The sheaf of regular sections of a classical rank-r bundle is finite locally free of rank r. Under the Stacks convention V(E)=Spec(Sym(E)), the degree-one module is dual to the classical section sheaf, so the corresponding geometric bundle is V(S(E)^vee).",integrated_historical_and_modern,
D000160,fac:II:2:no:41:prop:5,set,existing_stronger,constructions-lemma-category-vector-bundles;modules-definition-locally-free;coherent-lemma-coherent-Noetherian,"FAC Proposition 5 and its converse identify classical rank-r vector bundles with locally free sheaves of rank r and deduce coherence. Stacks gives the vector-bundle anti-equivalence for arbitrary quasi-coherent modules; after restricting to finite locally free modules and applying the dual convention, it recovers the classical equivalence and the coherence conclusion.",integrated_source_and_stacks,
D000161,fac:II:2:no:41:formula:h-p-q,set,extend_existing,morphisms-lemma-smooth-omega-finite-locally-free;derham-section-hodge-cohomology;derham-section-hodge-to-de-rham,"FAC's h^(p,q) is the dimension of H^q(V,Omega^p) for a nonsingular projective variety. Stacks defines the same groups as the bidegree pieces of algebraic Hodge cohomology and places them on the first page of the Hodge-to-de Rham spectral sequence; finiteness and numerical dimensions require the proper finite-type hypotheses used later.",integrated_historical_and_modern,
D000162,fac:II:2:no:41:formula:Betti-sum,set,historical_reference,derham-section-hodge-cohomology;derham-section-hodge-to-de-rham;derham-remark-hodge-cohomology-is-weil,"The formula B_n=sum_(p+q=n) h^(p,q) is recalled from complex Hodge theory and proposed speculatively as a definition in the general case. Stacks defines the algebraic Hodge direct sum but does not identify its dimension with a topological or etale Betti number without additional comparison, degeneration, and characteristic hypotheses.",reviewed_source_image_and_stacks,
D000163,fac:II:2:no:41:formula:Poincare-duality,set,existing_stronger,weil-lemma-poincare-duality,"FAC records the numerical symmetry B_n=B_(2m-n) for an irreducible nonsingular projective variety of dimension m. The Stacks Weil-cohomology lemma proves the underlying perfect duality for every nonempty smooth projective equidimensional scheme under the stated Weil-cohomology axioms, and hence the corresponding dimension symmetry.",reviewed_source_image_and_stacks,
D000164,fac:II:3:no:42,set,existing_stronger,varieties-definition-variety-type;schemes-definition-affine-scheme;schemes-lemma-fibre-product-affine-schemes;morphisms-lemma-closed-immersion-affine;schemes-lemma-open-subspace-scheme;schemes-lemma-characterize-separated;schemes-lemma-f-open;schemes-lemma-f-open-affine;schemes-lemma-standard-open-affine;algebra-lemma-topology-spec;schemes-lemma-basis-affine-opens;schemes-lemma-good-subcover,"Stacks supplies scheme-theoretic versions of every construction in FAC no. 42: affine objects, products and closed subobjects, affine opens and principal opens, standard-open bases, affine refinements, and the separatedness criterion governing affine intersections. The modern statements work over arbitrary rings or schemes with their stated hypotheses and retain nonclosed points and scheme structure.",integrated_historical_and_modern,
D000165,fac:II:3:no:42:def:affine-variety,set,extend_existing,varieties-definition-variety-type;schemes-definition-affine-scheme;schemes-lemma-fibre-product-affine-schemes;morphisms-lemma-closed-immersion-affine,"FAC defines an affine classical variety as a closed subvariety of affine space and records closure under products and closed subvarieties. Stacks defines affine schemes intrinsically as spectra, identifies affine varieties with the integral finite-type case, and proves the product and closed-immersion statements without discarding scheme structure; FAC's broader reducible variety convention remains explicit.",integrated_historical_and_modern,
D000166,fac:II:3:no:42:def:affine-open-subset,set,existing_stronger,schemes-definition-affine-scheme;schemes-lemma-open-subspace-scheme,"FAC equips an open subset with its induced classical-variety structure and calls it affine when that object is affine. Stacks gives every open subspace its canonical open-subscheme structure and uses the same affine-scheme condition, for arbitrary schemes.",reviewed_source_image_and_stacks,
D000167,fac:II:3:no:42:prop:1,set,existing_stronger,schemes-lemma-characterize-separated;schemes-remark-intersection-affine-opens,"FAC proves affine intersections by the closed diagonal and notes failure without its separatedness axiom. Stacks proves the relative statement for every separated morphism and explicitly records that two affine opens of a general scheme need not have affine intersection.",integrated_source_and_stacks,
D000168,fac:II:3:no:42:notation:V-f,set,existing_equivalent,schemes-lemma-f-open;schemes-lemma-f-open-affine,"FAC's V_f is the locus of classical points where a regular function is nonzero. On the associated reduced scheme it is exactly D(f), the open locus where the germ is a unit; for an affine scheme this agrees with the standard open.",integrated_historical_and_modern,
D000169,fac:II:3:no:42:prop:2,set,existing_stronger,schemes-lemma-standard-open-affine;algebra-lemma-standard-open,"FAC proves V_f affine by the graph equation lambda f=1 in V times affine one-space. Stacks identifies D(f) with Spec(R_f), proving the assertion over an arbitrary ring and retaining the full scheme structure.",integrated_source_and_stacks,
D000170,fac:II:3:no:42:prop:3,set,existing_stronger,algebra-lemma-topology-spec;algebra-lemma-standard-open,"FAC uses polynomials vanishing on a closed set to obtain a basis of principal opens in its complement. The spectrum theorem gives the intrinsic standard-open basis for every ring and includes all prime points, with the classical statement recovered on the reduced finite-type closed-point space.",integrated_historical_and_modern,
D000171,fac:II:3:no:42:thm:1,set,existing_stronger,schemes-lemma-basis-affine-opens;schemes-lemma-open-subspace-scheme,"FAC proves that affine opens form a basis by locally embedding a classical variety in affine space. In Stacks this is built into local affineness and holds for every scheme, with standard affine neighbourhoods available inside each open subspace.",integrated_source_and_stacks,
D000172,fac:II:3:no:42:thm:1:cor,set,existing_stronger,schemes-lemma-basis-affine-opens;schemes-lemma-good-subcover;schemes-lemma-characterize-separated,"FAC's phrase arbitrarily fine means that every open covering admits an affine refinement. Stacks gives that basis statement for all schemes and a finite standard refinement over an affine member; FAC's additional finite-intersection assertion is recovered under separatedness, not for arbitrary schemes.",integrated_historical_and_modern,
D000173,fac:II:3:no:43,set,existing_stronger,schemes-lemma-spec-sheaves;properties-lemma-invert-f-sections;schemes-lemma-basis-affine-opens;modules-lemma-coherent-finite-presentation;modules-lemma-finite-type-surjective-on-stalk,"FAC no. 43 proves affine global sections and two power-denominator statements by local affine reduction, Nullstellensatz, finite presentation, and local lifting. Stacks proves the global-section identity for every affine scheme and packages both power statements in localization of global sections of any quasi-coherent module on a quasi-compact quasi-separated scheme.",integrated_historical_and_modern,
D000174,fac:II:3:no:43:prop:4,set,existing_stronger,schemes-lemma-spec-sheaves,"FAC proves that the coordinate ring of an irreducible closed classical subvariety over an algebraically closed field is its ring of regular functions, while noting irreducibility is unnecessary. Stacks identifies global sections of Spec(A), and of every associated module, directly for an arbitrary ring; the history records the circular ordering of one printed equality in the FAC proof.",integrated_source_and_stacks,
D000175,fac:II:3:no:43:prop:5,set,existing_stronger,properties-lemma-invert-f-sections,"FAC clears a uniform power of Q from a regular function on X_Q using a finite affine cover and Nullstellensatz. Stacks proves Gamma(X,O_X)_Q isomorphic to Gamma(X_Q,O_X) for every quasi-compact quasi-separated scheme, which gives exactly the extension after multiplying by a power and removes irreducibility and finite-type hypotheses.",integrated_source_and_stacks,
D000176,fac:II:3:no:43:prop:6,set,existing_stronger,properties-lemma-invert-f-sections,"FAC proves that a global section of a coherent algebraic sheaf vanishing on X_Q is killed by a high power of Q. The kernel statement for localization in the Stacks lemma proves this for every quasi-coherent module on a quasi-compact quasi-separated scheme, so coherence and irreducibility are unnecessary.",integrated_source_and_stacks,
D000177,fac:II:3:no:43:prop:6:item:a,set,existing_stronger,schemes-lemma-basis-affine-opens;schemes-lemma-spec-sheaves,"FAC reduces locally to a closed classical subvariety of affine space and then uses a finite affine cover to globalize an exponent. Stacks instead uses the affine-open basis and the intrinsic Spec construction, with quasi-compactness supplying the finite uniformization step.",integrated_historical_and_modern,
